t,Dt,Pt,TCAP
t6807,6357.416323,2.654617985,1500
t6808,5374.696183,1.537889287,1500
t6809,6094.237267,1.340270223,1500
t6810,5864.94451,1.733481695,1500
t6811,6500.905505,1.481661077,1500
t6812,6144.32948,1.928212997,1500
t6813,5856.590074,1.76935792,1500
t6814,5891.120046,2.028769908,1500
t6815,6193.652767,1.06900686,1500
t6816,6081.40014,1.374353665,1500
t6817,6454.627531,2.253446179,1500
t6818,5750.79961,2.487056889,1500
t6819,5220.80866,1.611255151,1500
t6820,6338.343769,1.947113067,1500
t6821,6594.128215,1.863130052,1500
t6822,5857.960505,2.117438621,1500
t6823,5068.942749,1.833734744,1500
t6824,6247.205909,1.60426454,1500
t6825,6232.672734,2.340059111,1500
t6826,5025.985946,1.860608025,1500
t6827,5338.46757,2.557054697,1500
t6828,6230.573134,2.039924857,1500
t6829,5622.901424,1.495691787,1500
t6830,5695.878592,1.743189119,1500
t6831,6308.246864,2.112472966,1500
t6832,6695.454629,1.676444426,1500
t6833,7505.762399,1.281182772,1500
t6834,6558.17461,1.963247544,1500
t6835,5379.356771,1.483572898,1500
t6836,6277.277741,1.475214387,1500
t6837,6077.219707,2.464007009,1500
t6838,6185.03479,2.321466593,1500
t6839,6238.914642,2.183458772,1500
t6840,5355.23037,1.574896239,1500
t6841,5566.168672,2.256231524,1500
t6842,6903.421224,1.710770418,1500
t6843,6222.765403,1.603434464,1500
t6844,5118.967403,1.80516417,1500
t6845,6199.614426,2.325130586,1500
t6846,5553.090849,1.432500078,1500
t6847,5618.57611,1.566812019,1500
t6848,5147.192295,2.558882471,1500
t6849,5963.356209,1.138283962,1500
t6850,5580.553058,1.256554433,1500
t6851,6117.396744,1.586001279,1500
t6852,6309.723105,1.400359646,1500
t6853,6779.638644,1.390149298,1500
t6854,5568.760043,2.138438995,1500
t6855,5993.135677,1.630329648,1500
t6856,6278.303544,1.548323508,1500
t6857,5625.289191,1.350033268,1500
t6858,6593.893245,2.225878609,1500
t6859,6378.450746,1.866451753,1500
t6860,5281.045301,1.141613589,1500
t6861,6639.589912,1.913272706,1500
t6862,6003.104846,1.869943914,1500
t6863,6032.01315,1.423697205,1500
t6864,6862.734667,1.910476596,1500
t6865,5521.697361,1.636219825,1500
t6866,5909.857693,1.385763768,1500
t6867,5786.08783,1.980466539,1500
t6868,6261.217114,1.609809518,1500
t6869,5553.146485,1.901507969,1500
t6870,6404.015483,1.567504851,1500
t6871,5839.744493,2.092581206,1500
t6872,5756.999117,2.488138594,1500
t6873,6487.615538,1.574124271,1500
t6874,5369.665592,1.272849053,1500
t6875,5338.9939,2.214934919,1500
t6876,7116.1005,1.459671543,1500
t6877,6325.277352,1.783373335,1500
t6878,6207.577803,1.481268533,1500
t6879,5277.298929,1.39496408,1500
t6880,6346.983956,1.583861769,1500
t6881,6491.707582,0.779280054,1500
t6882,5704.500406,1.403084464,1500
t6883,5312.348422,1.728224462,1500
t6884,5652.037677,2.426969029,1500
t6885,5729.770475,2.139068928,1500
t6886,5872.737359,1.773949155,1500
t6887,7012.469071,1.887455357,1500
t6888,6868.626221,2.028623921,1500
t6889,5809.508663,1.721290426,1500
t6890,5399.645919,2.222372899,1500
t6891,5543.759372,1.691155765,1500
t6892,5934.758056,2.371704349,1500
t6893,5843.119497,1.697756299,1500
t6894,6900.794833,1.802529778,1500
t6895,6384.50071,2.117607945,1500
t6896,5150.162512,1.990632788,1500
t6897,5948.376986,2.235296083,1500
t6898,6680.545515,1.048695117,1500
t6899,5422.432378,1.993711925,1500
t6900,5881.418879,1.965690213,1500
t6901,6367.876473,1.291101095,1500
t6902,6191.295315,1.363185441,1500
t6903,6005.047081,1.596585426,1500
t6904,6046.292076,2.052574931,1500
t6905,6352.484169,1.656405547,1500
t6906,5604.10574,1.903427484,1500
t6907,5536.58092,2.061655836,1500
t6908,5625.642212,1.597110717,1500
t6909,5013.017358,2.187066811,1500
t6910,6209.422337,1.872647496,1500
t6911,6127.736546,1.695532257,1500
t6912,5889.804524,1.578146991,1500
t6913,5571.897818,1.469759029,1500
t6914,7062.876279,1.740017449,1500
t6915,6570.123871,2.413560132,1500
t6916,6603.577943,1.367144663,1500
t6917,6405.181033,2.186513774,1500
t6918,6585.508221,1.917891248,1500
t6919,6165.863606,1.777206751,1500
t6920,5863.318707,1.822863147,1500
t6921,5441.042119,1.868904814,1500
t6922,5917.772357,1.140423855,1500
t6923,6213.336541,1.421789603,1500
t6924,6776.39907,1.83667403,1500
t6925,6288.359341,1.358837989,1500
t6926,5593.990145,1.488217915,1500
t6927,6724.931011,2.005305177,1500
t6928,6245.822185,1.943617693,1500
t6929,6098.669199,1.704941961,1500
t6930,5526.398481,1.895748126,1500
t6931,6761.852272,1.863916549,1500
t6932,5630.433169,1.798875326,1500
t6933,5777.901063,1.852384721,1500
t6934,5464.516091,1.536071902,1500
t6935,5996.450711,2.286764841,1500
t6936,6150.424453,2.224907194,1500
t6937,7250.107804,2.24789939,1500
t6938,6260.562248,1.29932768,1500
t6939,4904.652599,1.545822987,1500
t6940,6015.506293,2.367891417,1500
t6941,5921.733295,1.828546858,1500
t6942,5179.432084,2.399243921,1500
t6943,5894.711471,1.854364599,1500
t6944,6599.002236,1.800552293,1500
t6945,6613.471032,2.15866294,1500
t6946,6007.105677,2.045904877,1500
t6947,6363.513635,1.729800497,1500
t6948,5916.381693,1.680706895,1500
t6949,5702.368388,1.671155302,1500
t6950,5851.457938,1.700622869,1500
t6951,6475.643573,1.590173574,1500
t6952,5985.360845,1.845104352,1500
t6953,6401.069039,1.652768127,1500
t6954,7349.035743,2.017512664,1500
t6955,6393.20988,2.009828286,1500
t6956,5623.956192,2.035497335,1500
t6957,5790.360277,2.273387727,1500
t6958,5654.616287,1.75344517,1500
t6959,6201.453755,1.532455298,1500
t6960,5600.473205,1.737049878,1500
t6961,5160.688659,1.504048909,1500
t6962,6539.688829,1.45751883,1500
t6963,5212.338126,1.757919609,1500
t6964,5401.223851,1.711038706,1500
t6965,6820.930911,2.23335291,1500
t6966,6096.79598,1.86710459,1500
t6967,6084.159747,1.827057128,1500
t6968,5799.834746,1.856501061,1500
t6969,5724.899665,1.538849361,1500
t6970,5701.359777,1.874377591,1500
t6971,6332.282953,1.68049312,1500
t6972,5849.361503,1.722341383,1500
t6973,5560.192811,1.642099897,1500
t6974,6017.188222,2.058836935,1500
t6975,6767.497315,1.936884822,1500
t6976,5569.443547,1.832186799,1500
t6977,5872.876241,1.875180059,1500
t6978,5508.360029,1.807679879,1500
t6979,5685.999505,1.769742486,1500
t6980,6117.833516,1.40569594,1500
t6981,6178.01496,2.26950475,1500
t6982,5875.767212,2.276855706,1500
t6983,6272.211317,1.192815815,1500
t6984,6547.900477,2.094450083,1500
t6985,6963.361937,1.622379025,1500
t6986,6314.583768,1.502312801,1500
t6987,6834.527469,1.669271508,1500
t6988,5498.061622,1.877310417,1500
t6989,6480.698486,1.470001093,1500
t6990,6274.068641,1.494968007,1500
t6991,5276.93407,1.630856885,1500
t6992,6133.64215,1.194377008,1500
t6993,6012.699982,2.108283173,1500
t6994,5300.849215,1.404347407,1500
t6995,6572.911994,1.657193817,1500
t6996,6390.182759,2.309617636,1500
t6997,5612.111472,1.362338936,1500
t6998,6055.887467,1.493427815,1500
t6999,5103.914973,1.788409474,1500
t7000,6286.768283,1.607397873,1500
t7001,6390.981799,2.059952486,1500
t7002,6603.711972,1.887213163,1500
t7003,5777.355896,1.506945359,1500
t7004,5859.147883,1.614866591,1500
t7005,6231.182428,2.016903076,1500
t7006,6468.114931,1.612565393,1500
t7007,5218.356677,1.624021276,1500
t7008,6590.454249,1.862108497,1500
t7009,6684.101263,1.939707856,1500
t7010,5678.638779,1.84033973,1500
t7011,5399.097006,1.838416684,1500
t7012,6007.664468,1.508300564,1500
t7013,5967.129563,1.870475748,1500
t7014,5962.390165,1.949343578,1500
t7015,5971.374328,1.571672452,1500
t7016,6232.22041,1.904239789,1500
t7017,6199.550748,1.568810657,1500
t7018,5043.108234,2.016664765,1500
t7019,6887.279289,1.797940594,1500
t7020,5619.818023,2.493918624,1500
t7021,6579.628656,2.182247736,1500
t7022,6203.299085,0.915118161,1500
t7023,6544.095878,1.763474066,1500
t7024,6116.187937,1.382209766,1500
t7025,6034.135525,1.776322004,1500
t7026,5810.085864,1.896589195,1500
t7027,6188.330653,1.745943803,1500
t7028,5852.48996,1.954771459,1500
t7029,6490.155231,2.156554793,1500
t7030,5911.593034,2.024000175,1500
t7031,5684.575979,2.127879491,1500
t7032,6148.78739,1.907727122,1500
t7033,6093.264132,1.779188713,1500
t7034,6326.813341,2.293452616,1500
t7035,5686.688002,1.883907305,1500
t7036,6604.051738,2.423591424,1500
t7037,6100.694975,1.497928161,1500
t7038,6404.345113,2.082473084,1500
t7039,6956.056058,1.732067062,1500
t7040,6427.729015,1.949037814,1500
t7041,5844.8824,1.069005157,1500
t7042,5585.730407,1.891438617,1500
t7043,5638.516881,1.473167939,1500
t7044,6229.784006,1.878766271,1500
t7045,5509.250491,1.940668933,1500
t7046,5884.718048,1.744543211,1500
t7047,6514.25493,1.584719816,1500
t7048,6048.97407,2.012665142,1500
t7049,6142.955175,1.737236437,1500
t7050,6577.738118,1.095631748,1500
t7051,5072.423624,1.873194732,1500
t7052,5419.017229,1.64887165,1500
t7053,4702.239915,1.735135605,1500
t7054,5583.480209,2.163675994,1500
t7055,6491.235585,1.238020841,1500
t7056,5679.151247,1.893558476,1500
t7057,5765.363876,1.670350103,1500
t7058,5681.344275,1.37506178,1500
t7059,5575.275123,1.419036577,1500
t7060,6642.969799,1.74368174,1500
t7061,6381.175582,2.429109207,1500
t7062,5796.221955,1.801989987,1500
t7063,6141.804164,1.804352927,1500
t7064,7375.538752,2.164958848,1500
t7065,5791.14317,1.803086357,1500
t7066,5860.762968,1.563967872,1500
t7067,6213.11832,2.362008226,1500
t7068,5926.747963,1.452010659,1500
t7069,6132.723326,1.787034702,1500
t7070,6558.597527,1.953454076,1500
t7071,5832.133271,1.977119326,1500
t7072,5376.729511,1.355752781,1500
t7073,6804.920602,1.461499912,1500
t7074,7116.434593,1.311350628,1500
t7075,6846.886517,1.756744325,1500
t7076,6879.452122,1.923106826,1500
t7077,6273.688319,1.590963928,1500
t7078,6664.379275,1.872035926,1500
t7079,6018.110732,1.690687552,1500
t7080,5956.562057,1.848139076,1500
t7081,5818.605182,1.281601458,1500
t7082,6113.092499,1.389300417,1500
t7083,6450.744536,2.116302429,1500
t7084,6967.302945,1.534862752,1500
t7085,5927.90174,1.950362526,1500
t7086,5554.89488,1.957098528,1500
t7087,5479.198511,1.343462248,1500
t7088,6323.923824,1.562708924,1500
t7089,5964.22034,1.627610228,1500
t7090,4198.821631,2.005799426,1500
t7091,5928.704231,1.655123662,1500
t7092,5139.589698,1.049144375,1500
t7093,5605.436421,1.633045078,1500
t7094,5771.594431,1.980574163,1500
t7095,5327.267845,1.770393964,1500
t7096,6518.58723,1.444965171,1500
t7097,6408.052925,1.359749219,1500
t7098,6140.450426,1.716512655,1500
t7099,6332.066938,1.42974411,1500
t7100,5804.431926,1.799293669,1500
t7101,6239.428973,2.050201532,1500
t7102,5769.71461,1.141653526,1500
t7103,5979.997378,1.772139303,1500
t7104,6518.745377,1.398007171,1500
t7105,6409.936838,1.816691205,1500
t7106,5035.4838,2.004401976,1500
t7107,5526.71469,1.797282769,1500
t7108,6066.860866,2.017985378,1500
t7109,5747.935939,1.728111066,1500
t7110,5940.308146,2.003774056,1500
t7111,6534.465076,1.872053788,1500
t7112,6284.503738,2.214108688,1500
t7113,6203.0232,1.426357617,1500
t7114,5386.150746,1.267526495,1500
t7115,5168.436396,1.718978661,1500
t7116,6235.617696,1.824794389,1500
t7117,6568.136817,2.111577656,1500
t7118,6632.210707,1.647301998,1500
t7119,5261.393159,1.888423941,1500
t7120,6477.637783,1.640403431,1500
t7121,5913.483374,2.19057343,1500
t7122,5881.897027,1.391077813,1500
t7123,6527.187048,2.326057069,1500
t7124,6352.81905,1.617540934,1500
t7125,5862.446824,1.616074627,1500
t7126,6031.52699,1.493241278,1500
t7127,6602.253249,1.83336916,1500
t7128,6013.37841,1.561335959,1500
t7129,6240.754789,1.546887687,1500
t7130,5791.244356,1.500322654,1500
t7131,6493.270378,1.97083261,1500
t7132,5914.124164,2.123735597,1500
t7133,6128.327054,1.523713777,1500
t7134,6401.685087,1.611565365,1500
t7135,5929.93334,2.195479394,1500
t7136,5554.826342,2.257661429,1500
t7137,6393.511361,2.078823491,1500
t7138,6605.065183,1.333331693,1500
t7139,5932.987654,1.944358423,1500
t7140,6237.340611,1.202150543,1500
t7141,6020.497394,1.620836739,1500
t7142,5949.457008,1.815698048,1500
t7143,5790.443267,0.870252077,1500
t7144,5800.684411,1.127255034,1500
t7145,5802.582956,1.472682808,1500
t7146,5623.748914,1.364853025,1500
t7147,5965.31055,1.461625059,1500
t7148,5763.903105,2.524590491,1500
t7149,6236.609502,1.489893618,1500
t7150,6270.893047,1.925796859,1500
t7151,6354.163317,2.239827793,1500
t7152,6461.879859,1.728826271,1500
t7153,5112.499499,1.87917673,1500
t7154,6089.395972,1.670318521,1500
t7155,7070.679549,2.51697817,1500
t7156,6461.703532,1.784985947,1500
t7157,5732.72553,1.671775738,1500
t7158,7736.075732,1.654444331,1500
t7159,6223.520699,1.84372189,1500
t7160,5280.062456,1.216975126,1500
t7161,5742.828284,2.389239268,1500
t7162,5912.166439,2.062790978,1500
t7163,5357.138604,1.597652542,1500
t7164,5321.613489,2.128563201,1500
t7165,6039.073493,1.602088494,1500
t7166,5029.244612,1.616372703,1500
t7167,5970.389277,2.228710356,1500
t7168,5872.007563,2.107262207,1500
t7169,5944.778165,1.644286766,1500
t7170,5492.641961,1.752619987,1500
t7171,5750.263655,1.696985629,1500
t7172,5370.948279,1.569177192,1500
t7173,5734.615303,1.498070745,1500
t7174,6392.909912,2.530659498,1500
t7175,5713.0759,1.59498098,1500
t7176,6172.13157,2.344681852,1500
t7177,5338.57026,1.757812503,1500
t7178,5541.419127,1.391278703,1500
t7179,6495.890371,2.089162298,1500
t7180,7013.708099,1.50284001,1500
t7181,6624.61912,1.287786165,1500
t7182,6013.770498,2.085891342,1500
t7183,5865.984776,2.096419338,1500
t7184,5740.734167,1.45482065,1500
t7185,6660.82646,1.837482363,1500
t7186,6222.131042,1.789026583,1500
t7187,5544.885404,2.029943433,1500
t7188,6186.500985,1.803657946,1500
t7189,5696.433929,1.242651474,1500
t7190,5083.968443,2.424189885,1500
t7191,6488.801343,2.05154127,1500
t7192,6148.31641,1.76204765,1500
t7193,5537.765107,1.948649109,1500
t7194,5542.215183,1.548280853,1500
t7195,6676.233078,1.405369002,1500
t7196,5721.948467,2.392106848,1500
t7197,6747.859773,1.746761276,1500
t7198,5666.273783,1.552665261,1500
t7199,5567.364302,1.881143439,1500
t7200,5476.179014,2.003033324,1500
t7201,6513.481328,1.987217699,1500
t7202,6215.026605,1.910138568,1500
t7203,6265.404303,1.382815259,1500
t7204,6908.346536,1.454977358,1500
t7205,6488.471929,2.191610106,1500
t7206,6080.024455,1.961427232,1500
t7207,5359.126374,2.166818506,1500
t7208,5868.40478,1.711632158,1500
t7209,5671.468752,2.34901919,1500
t7210,6113.655442,1.99442882,1500
t7211,5837.679394,1.114573226,1500
t7212,6721.229327,1.44161161,1500
t7213,6403.722382,1.289594676,1500
t7214,6330.788066,2.117833898,1500
t7215,6653.0691,1.371102776,1500
t7216,6248.906198,2.054756749,1500
t7217,6378.600501,0.9181315,1500
t7218,6040.572765,1.575847564,1500
t7219,6133.430681,2.155822279,1500
t7220,5224.680077,1.409026192,1500
t7221,5668.182912,1.484930323,1500
t7222,6671.401299,1.854797084,1500
t7223,5446.02231,1.720786839,1500
t7224,5574.812067,1.547903628,1500
t7225,5864.395016,1.326531977,1500
t7226,5383.194556,2.13063879,1500
t7227,6099.098357,2.044748262,1500
t7228,6892.738949,1.922606461,1500
t7229,6336.247892,1.971905945,1500
t7230,6490.844481,1.241791438,1500
t7231,6294.028498,1.993161868,1500
t7232,5810.990164,1.514658787,1500
t7233,5390.625724,2.093365171,1500
t7234,5523.000938,1.568000106,1500
t7235,5490.530369,1.299826512,1500
t7236,7234.161588,0.76336806,1500
t7237,5531.447981,1.630971336,1500
t7238,6348.453268,1.820127684,1500
t7239,6327.245031,1.563775471,1500
t7240,5381.873977,1.819653047,1500
t7241,6049.20738,1.189922082,1500
t7242,6034.065951,2.246912757,1500
t7243,6027.003997,1.43923226,1500
t7244,6051.097891,2.028511612,1500
t7245,5553.096724,1.743048762,1500
t7246,5684.442982,1.855514266,1500
t7247,6283.626334,2.122286497,1500
t7248,5728.121912,1.68411826,1500
t7249,6080.884805,1.967093578,1500
t7250,6547.304855,2.703327366,1500
t7251,6668.454695,1.803843252,1500
t7252,7069.701969,1.911247226,1500
t7253,5624.656282,1.90551959,1500
t7254,6393.608857,1.454499911,1500
t7255,5789.479488,2.327195625,1500
t7256,6473.955744,1.231323677,1500
t7257,5696.367983,1.541430101,1500
t7258,5557.198305,2.545108073,1500
t7259,6354.251227,1.623805825,1500
t7260,5577.244587,2.370554203,1500
t7261,5861.383085,1.323355327,1500
t7262,5568.109288,1.137627467,1500
t7263,5565.045448,1.261954733,1500
t7264,6430.373163,1.301705408,1500
t7265,5737.195307,1.666365238,1500
t7266,6893.645201,2.484134937,1500
t7267,5581.490432,2.070492111,1500
t7268,6025.218521,1.715181327,1500
t7269,6036.640152,1.472222229,1500
t7270,6300.219047,1.56274562,1500
t7271,6040.371936,2.051504855,1500
t7272,6242.122318,2.180391672,1500
t7273,6864.609952,2.292871049,1500
t7274,6587.085366,1.875855389,1500
t7275,5946.22878,2.205723912,1500
t7276,5431.498001,1.80397055,1500
t7277,6856.895739,1.296141724,1500
t7278,6005.39458,1.439434712,1500
t7279,6790.432045,1.881246701,1500
t7280,6538.3946,1.728469904,1500
t7281,6512.099011,1.193912081,1500
t7282,6055.118269,1.969837054,1500
t7283,4842.158733,1.416135198,1500
t7284,5836.65967,2.260225219,1500
t7285,6170.784,1.680109982,1500
t7286,6754.807202,2.126110765,1500
t7287,6072.693902,1.629248176,1500
t7288,5779.192965,1.703840312,1500
t7289,6026.372685,1.918777536,1500
t7290,6461.694533,2.045025364,1500
t7291,5688.39985,1.993741321,1500
t7292,6011.114421,1.669999075,1500
t7293,6538.174067,2.046472601,1500
t7294,6543.407646,1.220659862,1500
t7295,5948.615565,0.880731539,1500
t7296,6010.046088,2.164625747,1500
t7297,5551.119561,1.509859454,1500
t7298,6199.152675,1.775429199,1500
t7299,6728.872033,1.157429463,1500
t7300,5917.857444,1.22492737,1500
t7301,5907.506621,2.282379384,1500
t7302,5418.469255,1.608016246,1500
t7303,6317.667599,0.529715228,1500
t7304,5536.275244,1.733235047,1500
t7305,6074.051019,2.07343037,1500
t7306,7456.245093,2.08274877,1500
t7307,5272.626894,1.130201691,1500
t7308,6364.305745,1.527943057,1500
t7309,6229.336268,1.905189638,1500
t7310,6263.620236,1.675089662,1500
t7311,5450.872268,1.375613875,1500
t7312,5558.601886,1.599406669,1500
t7313,5651.159393,1.474327647,1500
t7314,6596.297448,2.035816741,1500
t7315,4881.338474,1.488421668,1500
t7316,5916.438189,2.1282752,1500
t7317,5734.595958,1.972413971,1500
t7318,5678.534175,1.819428215,1500
t7319,6386.718712,2.061033456,1500
t7320,5695.22741,2.062713398,1500
t7321,5854.725119,1.359644117,1500
t7322,6239.302901,1.725209457,1500
t7323,6035.339724,1.732349144,1500
t7324,6489.610835,1.739383556,1500
t7325,6226.445523,1.566341638,1500
t7326,5710.30864,2.15857111,1500
t7327,6738.932056,1.829470784,1500
t7328,5972.633052,1.889144666,1500
t7329,6108.822523,1.851025306,1500
t7330,6654.093825,1.349724183,1500
t7331,5889.224109,1.311720471,1500
t7332,6424.224156,1.341714655,1500
t7333,7360.49808,1.648052095,1500
t7334,5496.372291,1.522214872,1500
t7335,5825.171355,1.987192553,1500
t7336,7140.672212,1.815891011,1500
t7337,6237.925886,2.071893087,1500
t7338,6863.855279,1.996178128,1500
t7339,5711.623425,1.726345555,1500
t7340,7182.160421,1.980376734,1500
t7341,5670.803446,1.521514796,1500
t7342,6228.693765,2.790038098,1500
t7343,6118.973734,1.926465647,1500
t7344,6015.576963,2.05750148,1500
t7345,6324.67344,1.57261753,1500
t7346,5346.175658,1.269766892,1500
t7347,5853.615871,2.016035672,1500
t7348,6397.974707,1.772873918,1500
t7349,5536.205227,1.601778162,1500
t7350,5900.666497,1.525211769,1500
t7351,6115.330888,1.470891738,1500
t7352,6580.214817,2.002502084,1500
t7353,6262.587326,1.392187257,1500
t7354,6130.434913,1.283651661,1500
t7355,5883.819316,1.65879207,1500
t7356,6238.929311,2.05119025,1500
t7357,5703.007131,1.664271307,1500
t7358,5548.061112,1.268049662,1500
t7359,5396.505069,1.909265423,1500
t7360,6600.555639,1.554273316,1500
t7361,6573.959298,2.105716916,1500
t7362,6632.479995,2.839710851,1500
t7363,5641.053537,2.04573251,1500
t7364,6580.719405,1.736416439,1500
t7365,6670.923245,0.989045346,1500
t7366,5893.008425,1.88350067,1500
t7367,6042.129104,1.543738861,1500
t7368,5496.381505,1.991993783,1500
t7369,6131.471286,1.668487281,1500
t7370,6142.329061,1.463148097,1500
t7371,7462.855814,1.565639189,1500
t7372,5154.343861,1.640101542,1500
t7373,5693.542565,1.804815085,1500
t7374,7496.178981,2.199661546,1500
t7375,5062.590237,2.198082779,1500
t7376,5461.678971,1.914676494,1500
t7377,5608.328285,1.78807971,1500
t7378,6675.751132,1.577365626,1500
t7379,5854.572237,1.649103989,1500
t7380,5755.651245,2.163256194,1500
t7381,5606.97453,1.673082254,1500
t7382,5659.299409,1.886346672,1500
t7383,6361.124656,1.846940485,1500
t7384,4603.61845,1.055149553,1500
t7385,5034.300631,2.364030491,1500
t7386,5914.634863,1.353839144,1500
t7387,5340.41466,2.322148558,1500
t7388,6168.209873,1.811529203,1500
t7389,6475.282076,2.056944044,1500
t7390,5914.402956,1.970607758,1500
t7391,5728.062627,1.501757331,1500
t7392,5056.971037,1.842191505,1500
t7393,6519.899562,1.368069053,1500
t7394,6322.366337,1.948960625,1500
t7395,6066.715803,1.876818015,1500
t7396,5615.152987,1.927660641,1500
t7397,5920.055998,2.268079794,1500
t7398,5990.244182,1.128662434,1500
t7399,5916.376614,2.814457577,1500
t7400,6369.571947,1.79462653,1500
t7401,5611.878437,2.247476881,1500
t7402,5373.429051,1.60418412,1500
t7403,5678.632635,1.125969563,1500
t7404,6398.55994,1.318247677,1500
t7405,5992.995796,1.829159521,1500
t7406,5665.193081,2.067903918,1500
t7407,5449.909532,1.48979473,1500
t7408,5517.45918,1.157201802,1500
t7409,5366.246004,2.103467981,1500
t7410,5734.85639,1.609375706,1500
t7411,5930.902957,1.550019346,1500
t7412,6311.096669,1.739495935,1500
t7413,5614.579094,1.341578474,1500
t7414,5356.118009,1.437630598,1500
t7415,6986.484888,2.09133228,1500
t7416,5145.107987,1.844595744,1500
t7417,5706.813978,2.423501187,1500
t7418,5720.232112,1.803720769,1500
t7419,5560.958542,1.336755564,1500
t7420,5753.660098,1.657611145,1500
t7421,6035.342282,1.599618538,1500
t7422,5438.159529,1.765183849,1500
t7423,6132.215112,2.051156675,1500
t7424,6711.853586,1.80556059,1500
t7425,5852.66534,1.956627536,1500
t7426,5930.656039,1.753322304,1500
t7427,5920.074208,1.948635117,1500
t7428,6613.338381,1.626750917,1500
t7429,5619.133981,1.85422076,1500
t7430,5677.400925,1.30751557,1500
t7431,5156.711841,2.119702004,1500
t7432,6925.165628,2.231153915,1500
t7433,4928.806005,2.418917896,1500
t7434,6259.761372,1.927160916,1500
t7435,5882.767704,2.121865463,1500
t7436,5916.861329,1.644998618,1500
t7437,5100.122068,1.476246103,1500
t7438,5561.385129,1.66349135,1500
t7439,5427.113997,1.065412048,1500
t7440,5932.222857,1.350136268,1500
t7441,6076.842098,2.062395862,1500
t7442,6479.94384,1.861198268,1500
t7443,5673.98774,1.939614512,1500
t7444,6165.751614,1.457549507,1500
t7445,6005.139262,2.267773258,1500
t7446,5971.31262,1.77481967,1500
t7447,6313.911632,1.502778834,1500
t7448,5421.72467,2.041726349,1500
t7449,6558.21077,1.664440178,1500
t7450,6092.096859,1.660003128,1500
t7451,5742.942697,1.709302235,1500
t7452,5657.218987,2.114292332,1500
t7453,6533.010827,1.218436673,1500
t7454,5577.628057,2.219458253,1500
t7455,5607.185426,1.604737096,1500
t7456,5155.193163,1.63979997,1500
t7457,7302.173369,1.461316448,1500
t7458,6110.356726,2.061598185,1500
t7459,5983.614334,2.521409097,1500
t7460,6415.936797,1.915013509,1500
t7461,5597.632674,1.945530314,1500
t7462,7282.880875,1.752584699,1500
t7463,6423.120783,1.328386092,1500
t7464,6064.020116,2.08441125,1500
t7465,5230.309217,1.460938196,1500
t7466,5389.633076,1.544437431,1500
t7467,5508.904514,1.851814931,1500
t7468,6273.858224,1.599165638,1500
t7469,5892.62694,2.17575795,1500
t7470,6251.825282,1.772460813,1500
t7471,5619.456492,1.97082259,1500
t7472,5661.396648,1.621778891,1500
t7473,6374.814496,1.930416317,1500
t7474,5335.822754,2.096509599,1500
t7475,5041.765917,2.232831247,1500
t7476,6645.117057,1.203028097,1500
t7477,7108.972803,1.821396799,1500
t7478,5304.269642,2.584065861,1500
t7479,6123.197807,1.378856839,1500
t7480,6582.102493,1.647462053,1500
t7481,6072.31089,1.921321739,1500
t7482,5526.801511,1.821824223,1500
t7483,6045.926796,2.188540335,1500
t7484,6153.779589,1.584256433,1500
t7485,5165.220991,1.658508801,1500
t7486,5274.075845,1.984230079,1500
t7487,5964.602918,1.750312229,1500
t7488,6278.83222,1.044861086,1500
t7489,5708.043093,1.401050588,1500
t7490,5838.633265,1.933604454,1500
t7491,5535.624189,1.865210997,1500
t7492,5706.894185,0.889951237,1500
t7493,7195.653324,1.142466503,1500
t7494,5866.930754,2.044161031,1500
t7495,5909.848943,1.578745472,1500
t7496,6324.970357,1.33949386,1500
t7497,5669.741945,1.588653756,1500
t7498,5646.854172,2.014062315,1500
t7499,5814.906599,2.043630472,1500
t7500,6003.690508,1.96089788,1500
t7501,6321.992044,1.584145904,1500
t7502,6094.958299,2.084094453,1500
t7503,5063.302649,0.542248273,1500
t7504,5910.892552,2.064379327,1500
t7505,6179.199405,2.059100868,1500
t7506,5158.087342,1.730826347,1500
t7507,6557.415459,1.79960659,1500
t7508,6783.124538,1.537226347,1500
t7509,6088.62594,2.095394369,1500
t7510,5750.535752,1.874290426,1500
t7511,5693.334994,2.356827387,1500
t7512,5725.680531,1.925005837,1500
t7513,6309.81858,1.204875353,1500
t7514,6616.244877,1.395016791,1500
t7515,6254.463522,2.173854097,1500
t7516,5821.826819,1.361657863,1500
t7517,6777.826962,1.437404135,1500
t7518,5971.040677,1.349434745,1500
t7519,5278.51923,1.681918608,1500
t7520,6311.94155,1.619189515,1500
t7521,5082.907893,1.844975803,1500
t7522,6213.798317,1.845655411,1500
t7523,6202.602818,1.873988724,1500
t7524,5794.07815,1.32580735,1500
t7525,6409.21172,0.994402538,1500
t7526,6954.349957,1.828187409,1500
t7527,5864.640808,2.580947026,1500
t7528,5686.014008,1.684134031,1500
t7529,6513.318833,1.687416965,1500
t7530,5351.960115,2.007490615,1500
t7531,5938.662592,1.787417286,1500
t7532,6858.079921,1.934777213,1500
t7533,6413.498626,1.587141486,1500
t7534,6358.424195,2.334749791,1500
t7535,6457.189305,2.03683209,1500
t7536,5497.536894,1.592351201,1500
t7537,6274.490103,1.898231116,1500
t7538,6362.157616,1.67187806,1500
t7539,5748.87419,1.530254413,1500
t7540,6363.310339,1.436088116,1500
t7541,6296.317709,1.449511779,1500
t7542,5708.104385,1.926065104,1500
