country,capacity_MW,primary_fuel,generation_technology,age,output_MWh,fuel_used
Japan,4100,bituminous,supercritical,16,30000000,coal
Pakistan,174,natural_gas,CCGT,9,812538,gas
Morocco,300,oil,subcritical,34,2145390,oil
China,600,bituminous,supercritical,8,2901500,coal
South_Africa,4800,natural_gas,OCGT,2,0,gas
Canada,80,natural_gas,cogeneration,41,238236,gas
Australia,900,subbituminous,supercritical,16,5400284,coal
Portugal,117,natural_gas,OCGT,38,104115,gas
Mexico,2420,coal,subcritical,14,15500000,coal
India,182,coal,subcritical,21,877487,coal
China,600,bituminous,supercritical,30,6220532,coal
China,1320,bituminous,supercritical,9,1175723,coal
Russia,195,coal,subcritical,63,1332155,coal
Greece,450,natural_gas,subcritical,7,2579271,gas
China,1200,bituminous,supercritical,18,6136179,coal
Russia,309,natural_gas,CCGT,62,755661,gas
Russia,90,natural_gas,subcritical,6,59335,gas
United_States,100,oil,Engine,18,35131,oil
Russia,550,coal,subcritical,35,2214551,coal
Mexico,113,oil,Engine,55,0,oil
Netherlands,120,natural_gas,CCGT,43,816900,gas
China,1300,coal,subcritical,10,6146662,coal
Turkey,1320,bituminous,subcritical,15,0,coal
Poland,862,natural_gas,CCGT,61,0,gas
Russia,720,coal,subcritical,32,4401652,coal
Germany,360,bituminous,subcritical,32,1157700,coal
Romania,225,lignite,subcritical,20,147548,coal
Iran,526,natural_gas,CCGT,22,1739775,gas
Canada,88,natural_gas,CCGT,41,583103,gas
Chile,14,coal,subcritical,64,14358,coal
China,1960,bituminous,supercritical,13,12073,coal
India,1200,coal,subcritical,6,0,coal
United_States,160,subbituminous,subcritical,30,996675,coal
Spain,400,natural_gas,CCGT,14,1647703,gas
Egypt,640,oil,subcritical,43,3328857,oil
China,1200,bituminous,subcritical,10,13538,coal
India,108,natural_gas,CCGT,20,81159,gas
Brazil,520,natural_gas,CCGT,16,851236,gas
United_States,100,oil,Engine,18,35131,oil
Algeria,588,natural_gas,subcritical,25,2764278,gas
United_States,550,natural_gas,CCGT,15,548443,gas
Russia,650,natural_gas,CCGT,9,70435,gas
China,600,bituminous,subcritical,56,1983110,coal
United_States,1500,bituminous,subcritical,32,7054332,coal
Libya,170,natural_gas,CCGT,-14,108033,gas
India,3300,coal,supercritical,5,0,coal
Japan,1886,natural_gas,subcritical,51,6502441,gas
Ukraine,600,coal,subcritical,58,445233,coal
China,1200,bituminous,supercritical,10,6848842,coal
Mexico,770,natural_gas,CCGT,32,0,gas
Russia,190,coal,cogeneration,49,450455,coal
Egypt,624,oil,subcritical,43,1359940,oil
China,600,coal,subcritical,13,2769693,coal
United_States,800,lignite,subcritical,13,5318100,coal
Colombia,346,bituminous,subcritical,18,2132745,coal
Nigeria,420,natural_gas,CCGT,16,1663777,gas
Russia,1310,coal,subcritical,57,0,coal
Russia,36,natural_gas,CCGT,13,12923,gas
Guatemala,163,oil,Engine,13,618746,oil
United_States,652,natural_gas,CCGT,59,4531000,gas
Germany,352,bituminous,subcritical,32,1509668,coal
Republic_of_Moldova,29,oil,subcritical,20,114994,oil
Algeria,254,natural_gas,OCGT,8,0,gas
Greece,850,lignite,subcritical,13,114582,coal
China,1240,natural_gas,CCGT,21,6358929,gas
United_States,100,oil,Engine,18,35131,oil
Russia,88,natural_gas,subcritical,68,334871,gas
United_States,1782,bituminous,subcritical,32,16500000,coal
China,1200,bituminous,subcritical,24,6283780,coal
Iran,248,oil,subcritical,31,176216,oil
Spain,498,natural_gas,CCGT,33,219,gas
Republic_of_Korea,325,oil,subcritical,38,1612488,oil
United_States,1136,natural_gas,CCGT,13,5323759,gas
Russia,1000,natural_gas,CCGT,17,0,gas
Russia,474,natural_gas,CCGT,30,76459,gas
China,2500,coal,subcritical,21,10900000,coal
India,1200,bituminous,subcritical,6,0,coal
Canada,79,natural_gas,OCGT,41,171992,gas
Japan,3325,natural_gas,CCGT,49,19200000,gas
Russia,192,coal,subcritical,67,461681,coal
India,4620,coal,subcritical,8,0,coal
Australia,76,natural_gas,CCGT,42,350141,gas
United_States,598,natural_gas,CCGT,59,0,gas
Australia,2640,bituminous,subcritical,41,7399173,coal
Russia,202,natural_gas,CCGT,59,684730,gas
China,2600,coal,subcritical,29,7525137,coal
United_Kingdom,3,natural_gas,OCGT,72,7252,gas
Russia,755,natural_gas,subcritical,31,2660719,gas
United_States,1570,natural_gas,CCGT,32,2554022,gas
Germany,487,bituminous,subcritical,45,13649,coal
Philippines,200,coal,subcritical,10,937871,coal
Lebanon,68,natural_gas,OCGT,-14,59535,gas
China,1200,bituminous,subcritical,19,6181089,coal
United_States,2,bituminous,subcritical,48,0,coal
Russia,25,natural_gas,subcritical,25,74116,gas
Iran,1171,natural_gas,OCGT,22,1641546,gas
Russia,236,natural_gas,subcritical,32,447247,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
Kenya,2,coal,supercritical,0,1865,coal
Russia,330,natural_gas,subcritical,43,1153596,gas
India,740,natural_gas,CCGT,4,0,gas
United_States,242,bituminous,subcritical,47,344061,coal
Spain,424,natural_gas,CCGT,14,1544453,gas
India,1200,coal,subcritical,7,1615020,coal
United_States,707,bituminous,subcritical,86,4859672,coal
Russia,604,natural_gas,CCGT,3,2152820,gas
Brazil,520,natural_gas,CCGT,16,851236,gas
China,754,natural_gas,CCGT,10,0,gas
Canada,480,natural_gas,CCGT,25,0,gas
China,305,oil,OCGT,10,552122,oil
Russia,1091,coal,cogeneration,63,897278,coal
United_States,1782,coal,subcritical,32,16500000,coal
Germany,23,natural_gas,CCGT,21,63209,gas
Denmark,392,natural_gas,supercritical,14,1688199,gas
Brazil,480,natural_gas,CCGT,16,0,gas
United_States,1567,bituminous,subcritical,32,5698110,coal
United_Republic_of_Tanzania,100,natural_gas,OCGT,47,88243,gas
Russia,80,natural_gas,CCGT,52,258083,gas
India,220,coal,subcritical,32,0,coal
China,1200,bituminous,supercritical,5,0,coal
China,2400,coal,subcritical,11,5267840,coal
United_States,1200,natural_gas,CCGT,13,4358140,gas
Netherlands,50,coal,subcritical,25,240774,coal
China,1200,bituminous,supercritical,10,6146662,coal
United_States,1200,natural_gas,CCGT,13,4358140,gas
China,1200,bituminous,subcritical,10,6146662,coal
Japan,4810,natural_gas,CCGT,40,3679313,gas
United_Kingdom,1500,coal,subcritical,36,7054332,coal
Japan,350,oil,subcritical,10,2426218,oil
Peru,524,natural_gas,CCGT,11,2444521,gas
Saudi_Arabia,3777,natural_gas,CCGT,11,562,gas
United_States,118,coal,subcritical,30,1322018,coal
United_States,1611,bituminous,subcritical,32,8641760,coal
Germany,55,natural_gas,CCGT,43,55527,gas
India,1000,coal,subcritical,10,58865,coal
United_States,600,bituminous,ultrasupercritical,59,3321990,coal
China,800,coal,subcritical,12,0,coal
Canada,1030,natural_gas,CCGT,55,5952623,gas
China,600,bituminous,supercritical,13,2769693,coal
Romania,200,lignite,subcritical,20,937871,coal
Hong_Kong,900,natural_gas,subcritical,22,1269052,gas
United_States,164,natural_gas,CCGT,30,949797,gas
United_States,750,natural_gas,CCGT,13,857559,gas
Russia,2650,lignite,cogeneration,44,7399173,coal
China,1200,bituminous,supercritical,7,0,coal
Russia,12,natural_gas,CCGT,14,12576,gas
Russia,95,natural_gas,CCGT,6,753817,gas
France,45,coal,subcritical,17,116970,coal
United_States,242,bituminous,subcritical,47,344061,coal
United_Kingdom,819,natural_gas,CCGT,18,2043400,gas
India,1200,coal,subcritical,5,0,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
India,219,natural_gas,CCGT,19,629016,gas
Peru,220,natural_gas,OCGT,8,972129,gas
United_States,242,bituminous,subcritical,47,344061,coal
Russia,170,natural_gas,subcritical,76,554961,gas
Chile,498,bituminous,subcritical,47,749218,coal
Poland,333,coal,cogeneration,63,1561304,coal
Japan,1200,oil,subcritical,43,1855632,oil
United_Kingdom,340,natural_gas,CCGT,65,1553993,gas
China,600,coal,subcritical,10,0,coal
Japan,1708,natural_gas,CCGT,34,8263992,gas
Greece,1595,lignite,subcritical,13,7357762,coal
Denmark,290,natural_gas,CCGT,50,1259644,gas
United_States,550,natural_gas,CCGT,15,548443,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
Brazil,796,coal,subcritical,16,5318100,coal
United_States,100,oil,Engine,18,35131,oil
Saudi_Arabia,1530,natural_gas,CCGT,11,1543882,gas
United_States,2,subbituminous,subcritical,48,0,coal
China,600,anthracite,subcritical,13,2769693,coal
Japan,1886,natural_gas,subcritical,51,6502441,gas
China,1200,bituminous,subcritical,11,2959098,coal
Republic_of_Moldova,66,oil,subcritical,20,44123,oil
China,1200,bituminous,supercritical,9,0,coal
United_States,1500,bituminous,subcritical,32,7054332,coal
Spain,800,natural_gas,CCGT,6,478387,gas
United_States,1136,natural_gas,CCGT,13,5323759,gas
Thailand,52,natural_gas,subcritical,8,0,gas
United_States,1720,bituminous,subcritical,32,10500000,coal
Belgium,126,natural_gas,OCGT,66,506470,gas
Taiwan,480,natural_gas,CCGT,7,1841896,gas
United_States,1567,bituminous,subcritical,32,5698110,coal
United_States,520,natural_gas,CCGT,14,1933448,gas
Chile,257,natural_gas,OCGT,17,759984,gas
Russia,160,natural_gas,CCGT,43,530194,gas
Australia,750,bituminous,supercritical,8,3232147,coal
China,4200,coal,ultrasupercritical,35,15600000,coal
China,100,subbituminous,subcritical,21,733102,coal
Thailand,2041,natural_gas,CCGT,19,0,gas
United_States,122,natural_gas,CCGT,30,113315,gas
India,1470,natural_gas,CCGT,49,2884990,gas
Uruguay,343,oil,subcritical,25,2426218,oil
Philippines,246,coal,subcritical,10,344061,coal
Bulgaria,1260,anthracite,subcritical,37,10100000,coal
Slovakia,323,natural_gas,OCGT,15,425356,gas
Japan,3600,natural_gas,CCGT,42,16800000,gas
China,1200,bituminous,supercritical,10,5182357,coal
United_States,915,natural_gas,CCGT,13,1269052,gas
China,2400,coal,supercritical,11,5267840,coal
Chile,165,bituminous,subcritical,12,22800000,coal
Qatar,2730,natural_gas,CCGT,7,0,gas
Poland,1800,bituminous,subcritical,38,9093599,coal
United_States,27,natural_gas,CCGT,31,61434,gas
China,1005,lignite,subcritical,61,6219567,coal
Russia,10,natural_gas,CCGT,83,31559,gas
India,272,natural_gas,CCGT,6,0,gas
United_States,1782,bituminous,subcritical,32,16500000,coal
United_States,100,oil,Engine,18,35131,oil
Argentina,540,natural_gas,OCGT,48,2124376,gas
United_States,1250,natural_gas,CCGT,3,1962535,gas
China,860,coal,subcritical,29,4446510,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
Eritrea,88,oil,Engine,12,0,oil
Kenya,60,coal,supercritical,8,0,coal
South_Africa,40,natural_gas,OCGT,11,129996,gas
United_Kingdom,520,coal,subcritical,36,2353464,coal
Ukraine,115,oil,Engine,61,207915,oil
Italy,400,natural_gas,CCGT,12,1093263,gas
Belarus,542,natural_gas,CCGT,31,1920523,gas
Denmark,438,coal,subcritical,46,2721132,coal
Indonesia,700,subbituminous,subcritical,5,7893133,coal
China,1300,coal,subcritical,29,6500515,coal
Japan,285,natural_gas,CCGT,10,386312,gas
India,1200,bituminous,subcritical,7,0,coal
Lebanon,520,natural_gas,OCGT,-14,851236,gas
Japan,2295,natural_gas,CCGT,23,10600000,gas
Colombia,163,bituminous,subcritical,37,470734,coal
China,1200,bituminous,supercritical,10,0,coal
Brazil,66,oil,subcritical,11,44123,oil
United_States,122,natural_gas,CCGT,30,113315,gas
Russia,1172,natural_gas,subcritical,50,1641546,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Egypt,750,natural_gas,CCGT,7,1764947,gas
India,460,coal,subcritical,50,3189000,coal
China,1300,bituminous,cogeneration,17,3675612,coal
Japan,4400,oil,supercritical,43,1935847,oil
Poland,77,bituminous,cogeneration,103,381712,coal
Russia,420,natural_gas,CCGT,40,1657098,gas
Republic_of_Korea,780,natural_gas,CCGT,42,0,gas
China,600,bituminous,supercritical,6,0,coal
Canada,90,natural_gas,CCGT,41,157902,gas
South_Africa,171,natural_gas,OCGT,2,108033,gas
China,1200,coal,supercritical,11,2959098,coal
Mexico,496,natural_gas,CCGT,55,0,gas
United_States,207,bituminous,cogeneration,58,0,coal
India,1050,coal,subcritical,23,2961430,coal
Ireland,954,natural_gas,OCGT,30,2475519,gas
Kuwait,1600,natural_gas,CCGT,-14,6742489,gas
United_States,266,natural_gas,CCGT,62,857084,gas
Russia,12,natural_gas,CCGT,89,167492,gas
Japan,1200,coal,ultrasupercritical,15,3136972,coal
Morocco,1360,bituminous,subcritical,6,8962890,coal
Russia,144,natural_gas,subcritical,66,676975,gas
China,2520,bituminous,subcritical,9,2874436,coal
Germany,2575,lignite,subcritical,41,15500000,coal
Russia,181,natural_gas,CCGT,63,709316,gas
Italy,1000,natural_gas,CCGT,10,2142115,gas
Argentina,194,natural_gas,OCGT,48,1177685,gas
Greece,118,oil,OCGT,20,63221,oil
Netherlands,128,natural_gas,CCGT,30,508140,gas
Brazil,490,natural_gas,CCGT,16,540505,gas
Italy,1030,natural_gas,CCGT,10,5952623,gas
Spain,400,natural_gas,CCGT,14,1580522,gas
Mexico,496,natural_gas,CCGT,55,0,gas
United_States,100,oil,Engine,18,35131,oil
China,5000,coal,subcritical,22,20200000,coal
India,114,natural_gas,OCGT,23,217563,gas
India,101,natural_gas,CCGT,14,426830,gas
United_States,883,oil,subcritical,13,2041564,oil
Mexico,113,oil,Engine,55,0,oil
United_States,550,natural_gas,CCGT,15,548443,gas
Japan,2000,natural_gas,CCGT,30,6917015,gas
Russia,380,bituminous,cogeneration,38,1406624,coal
Jordan,150,natural_gas,OCGT,7,1173405,gas
Mexico,113,oil,Engine,55,0,oil
China,1200,bituminous,supercritical,17,6109963,coal
United_States,1782,bituminous,subcritical,32,16500000,coal
Poland,740,coal,subcritical,61,2363547,coal
Russia,85,natural_gas,subcritical,20,460108,gas
Spain,800,natural_gas,CCGT,14,3559368,gas
India,135,coal,subcritical,27,785441,coal
Australia,242,natural_gas,CCGT,19,323059,gas
Chile,100,natural_gas,OCGT,8,426830,gas
France,750,coal,subcritical,48,2792062,coal
Argentina,22,oil,OCGT,38,0,oil
Qatar,2730,natural_gas,CCGT,7,0,gas
United_States,1000,natural_gas,CCGT,13,0,gas
United_States,1396,coal,subcritical,33,8856,coal
United_States,880,natural_gas,CCGT,13,7571849,gas
Brazil,20,coal,subcritical,26,14091,coal
United_States,100,oil,Engine,18,35131,oil
Japan,1200,subbituminous,ultrasupercritical,8,3136972,coal
China,600,anthracite,subcritical,6,0,coal
United_States,122,natural_gas,CCGT,30,113315,gas
Japan,350,oil,subcritical,10,2426218,oil
Russia,12,natural_gas,CCGT,61,69520,gas
Germany,9,natural_gas,CCGT,24,41173,gas
United_States,1000,natural_gas,CCGT,13,0,gas
China,1200,bituminous,subcritical,21,2912202,coal
Russia,190,coal,cogeneration,82,652549,coal
China,2640,coal,subcritical,26,15900000,coal
Republic_of_Korea,504,natural_gas,CCGT,5,500019,gas
United_Arab_Emirates,680,natural_gas,subcritical,18,1268453,gas
United_States,460,natural_gas,OCGT,24,1333567,gas
Zimbabwe,920,coal,subcritical,32,2479783,coal
United_States,1022,natural_gas,CCGT,13,1688808,gas
Pakistan,224,oil,Engine,9,236748,oil
China,600,bituminous,subcritical,48,2611700,coal
Romania,514,natural_gas,CCGT,62,1700774,gas
Thailand,143,natural_gas,CCGT,17,355817,gas
China,1260,bituminous,supercritical,27,6542240,coal
Russia,131,natural_gas,CCGT,44,680952,gas
China,1200,bituminous,supercritical,6,0,coal
New_Zealand,45,natural_gas,CCGT,18,162942,gas
Netherlands,266,natural_gas,CCGT,39,1715217,gas
United_States,100,oil,Engine,18,35131,oil
Russia,400,bituminous,cogeneration,37,502762,coal
Germany,747,anthracite,subcritical,36,0,coal
Germany,755,natural_gas,CCGT,36,3711940,gas
United_States,1250,natural_gas,CCGT,3,1962535,gas
Malaysia,285,natural_gas,CCGT,55,386312,gas
United_States,1022,natural_gas,CCGT,13,1688808,gas
China,1200,bituminous,supercritical,11,6146662,coal
United_States,1200,natural_gas,CCGT,13,4358140,gas
Netherlands,640,natural_gas,supercritical,36,0,gas
Japan,1150,natural_gas,subcritical,44,3550168,gas
China,1200,anthracite,supercritical,7,0,coal
India,510,coal,subcritical,25,1003698,coal
Togo,44,natural_gas,OCGT,19,22828,gas
France,1995,anthracite,subcritical,49,1247253,coal
Philippines,600,coal,subcritical,10,0,coal
India,500,coal,subcritical,17,1431085,coal
Russia,121,natural_gas,CCGT,78,120000,gas
Russia,25,natural_gas,subcritical,10,0,gas
United_States,100,oil,Engine,18,35131,oil
United_States,1035,natural_gas,CCGT,13,5952623,gas
China,2520,bituminous,subcritical,12,0,coal
Pakistan,1260,oil,subcritical,17,6041628,oil
India,1340,coal,subcritical,28,5270425,coal
Canada,108,natural_gas,CCGT,41,377674,gas
Japan,1400,oil,subcritical,21,665034,oil
Russia,131,natural_gas,CCGT,83,437677,gas
Republic_of_Korea,4000,bituminous,subcritical,20,0,coal
Iran,714,natural_gas,CCGT,22,1889050,gas
China,300,oil,OCGT,5,0,oil
Germany,813,natural_gas,CCGT,41,3281998,gas
India,1350,coal,subcritical,41,5499564,coal
United_States,1000,natural_gas,CCGT,13,0,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
China,1200,coal,supercritical,13,6292797,coal
United_States,232,subbituminous,subcritical,47,1140785,coal
China,360,natural_gas,CCGT,11,0,gas
Russia,86,natural_gas,subcritical,120,190778,gas
United_States,514,bituminous,subcritical,24,2353464,coal
Saudi_Arabia,2807,natural_gas,CCGT,11,16400000,gas
Japan,1625,natural_gas,CCGT,34,8641760,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Argentina,420,natural_gas,CCGT,48,1644084,gas
Saudi_Arabia,4323,natural_gas,CCGT,16,19100000,gas
Netherlands,820,natural_gas,subcritical,13,2856481,gas
United_States,608,natural_gas,OCGT,59,1850903,gas
Turkey,1200,natural_gas,CCGT,22,3303329,gas
Japan,700,bituminous,supercritical,4,7893133,coal
Bangladesh,171,natural_gas,OCGT,44,2376195,gas
France,435,natural_gas,CCGT,7,2200000,gas
United_Kingdom,102,natural_gas,OCGT,64,100502,gas
China,360,natural_gas,CCGT,30,1157700,gas
United_States,2,bituminous,subcritical,48,0,coal
United_States,1782,bituminous,subcritical,32,16500000,coal
Romania,300,subbituminous,subcritical,53,662047,coal
Kazakhstan,350,coal,subcritical,7,1826809,coal
Belarus,1035,natural_gas,CCGT,40,5952623,gas
Russia,29,natural_gas,subcritical,86,61434,gas
United_States,1734,natural_gas,CCGT,32,0,gas
India,500,lignite,subcritical,21,4117614,coal
Ukraine,180,oil,Engine,63,183727,oil
China,845,coal,subcritical,18,6576326,coal
Australia,156,natural_gas,OCGT,27,186171,gas
Czech_Republic,800,coal,cogeneration,45,3606368,coal
United_States,1611,bituminous,subcritical,32,8641760,coal
Netherlands,82,natural_gas,CCGT,28,341427,gas
Republic_of_Korea,480,natural_gas,CCGT,5,1841896,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
United_States,100,oil,Engine,18,35131,oil
Belgium,420,natural_gas,CCGT,49,744571,gas
Hungary,170,natural_gas,OCGT,18,108033,gas
Ireland,738,natural_gas,cogeneration,48,4677788,gas
Brazil,326,natural_gas,cogeneration,14,1385502,gas
Germany,160,coal,subcritical,86,1469650,coal
Italy,794,natural_gas,CCGT,11,1827505,gas
India,331,natural_gas,CCGT,15,1553993,gas
Italy,2640,coal,subcritical,24,8674452,coal
Russia,108,coal,cogeneration,73,565460,coal
United_States,550,natural_gas,CCGT,15,548443,gas
China,1200,bituminous,supercritical,11,6146662,coal
Japan,500,bituminous,supercritical,10,1431085,coal
India,1500,coal,subcritical,5,0,coal
United_States,242,coal,subcritical,47,344061,coal
India,290,lignite,subcritical,27,1255277,coal
Japan,2130,oil,subcritical,53,2968234,oil
Thailand,100,natural_gas,OCGT,8,88243,gas
Iran,626,oil,subcritical,22,1359940,oil
Chile,160,natural_gas,OCGT,12,308983,gas
China,2600,coal,subcritical,11,2488873,coal
China,3200,coal,supercritical,22,3922143,coal
United_States,207,bituminous,cogeneration,58,0,coal
Egypt,1295,oil,subcritical,31,6041628,oil
Japan,753,oil,subcritical,4,0,oil
Japan,3966,oil,supercritical,39,8337582,oil
Poland,82,bituminous,cogeneration,103,460108,coal
Japan,1050,oil,supercritical,46,1680495,oil
China,1320,bituminous,supercritical,15,6669443,coal
Portugal,750,oil,subcritical,25,3328857,oil
United_States,1734,natural_gas,CCGT,32,0,gas
United_States,2625,oil,Engine,42,16100000,oil
United_States,989,natural_gas,CCGT,13,5145072,gas
Kazakhstan,2100,coal,subcritical,7,12800000,coal
United_States,240,natural_gas,CCGT,47,447247,gas
China,1400,coal,subcritical,29,7525137,coal
Russia,2400,natural_gas,CCGT,47,5209827,gas
United_Kingdom,2,natural_gas,OCGT,10,0,gas
Canada,40,natural_gas,cogeneration,61,129996,gas
Malaysia,40,oil,Engine,55,0,oil
United_States,122,natural_gas,CCGT,30,113315,gas
Czech_Republic,95,lignite,cogeneration,8,554103,coal
Italy,746,natural_gas,CCGT,20,2744243,gas
United_States,1035,natural_gas,CCGT,13,5952623,gas
Japan,700,bituminous,supercritical,4,7893133,coal
Argentina,32,natural_gas,OCGT,38,130584,gas
Australia,36,natural_gas,cogeneration,42,43085,gas
Russia,224,natural_gas,subcritical,62,1059924,gas
Colombia,330,bituminous,subcritical,18,797103,coal
Indonesia,200,subbituminous,subcritical,1,937871,coal
Egypt,1260,oil,subcritical,7,6041628,oil
India,376,natural_gas,CCGT,12,2198169,gas
New_Caledonia,160,natural_gas,CCGT,47,951821,gas
Russia,34,natural_gas,CCGT,79,114719,gas
Peru,135,coal,subcritical,43,785441,coal
China,660,coal,subcritical,7,0,coal
Saudi_Arabia,1061,natural_gas,OCGT,11,12100000,gas
Germany,656,natural_gas,subcritical,41,4604377,gas
China,1200,bituminous,supercritical,21,0,coal
India,648,natural_gas,CCGT,23,4467000,gas
United_States,550,natural_gas,CCGT,15,548443,gas
French_Polynesia,39,anthracite,subcritical,57,109713,coal
Russia,515,natural_gas,CCGT,39,1700774,gas
Canada,263,oil,subcritical,32,1004406,oil
Russia,12,natural_gas,CCGT,24,37009,gas
Russia,270,subbituminous,cogeneration,52,1634487,coal
Thailand,2400,lignite,subcritical,19,0,coal
United_States,1136,natural_gas,CCGT,13,5323759,gas
Russia,330,natural_gas,subcritical,71,1021104,gas
Russia,12,natural_gas,CCGT,73,37883,gas
Italy,855,natural_gas,CCGT,10,2151845,gas
India,630,coal,subcritical,31,5163709,coal
India,1200,coal,subcritical,7,0,coal
United_States,100,oil,Engine,18,35131,oil
Russia,102,natural_gas,CCGT,76,100502,gas
United_States,1734,natural_gas,CCGT,32,0,gas
Japan,2000,bituminous,ultrasupercritical,20,12200000,coal
Japan,700,coal,subcritical,4,7893133,coal
Vietnam,110,anthracite,subcritical,25,335551,coal
Kosovo,800,lignite,subcritical,-14,3515612,coal
United_States,608,natural_gas,OCGT,59,1850903,gas
United_States,2844,natural_gas,CCGT,42,16400000,gas
Ukraine,1725,subbituminous,supercritical,59,4111550,coal
China,1120,natural_gas,CCGT,28,2500916,gas
Thailand,1588,natural_gas,CCGT,9,2554022,gas
India,1200,coal,subcritical,6,0,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
Japan,2000,natural_gas,CCGT,8,7172451,gas
China,1200,anthracite,supercritical,12,5940181,coal
Germany,194,lignite,subcritical,67,675409,coal
Russia,210,natural_gas,CCGT,84,771303,gas
Germany,321,coal,subcritical,39,294465,coal
Egypt,318,natural_gas,CCGT,43,1085118,gas
Russia,345,natural_gas,subcritical,56,1056906,gas
Saudi_Arabia,148,natural_gas,cogeneration,5,540184,gas
Germany,2065,lignite,supercritical,41,19500000,coal
United_Kingdom,2,natural_gas,OCGT,7,0,gas
Cote_DIvoire,210,natural_gas,OCGT,21,342142,gas
Chile,868,natural_gas,OCGT,22,0,gas
India,1190,coal,subcritical,9,5559626,coal
Mexico,496,natural_gas,CCGT,55,0,gas
Germany,788,bituminous,subcritical,10,0,coal
India,600,coal,subcritical,9,0,coal
Russia,1016,natural_gas,CCGT,12,2142115,gas
Algeria,445,natural_gas,OCGT,39,1360661,gas
Jordan,60,natural_gas,CCGT,7,36949,gas
United_States,989,natural_gas,CCGT,13,5145072,gas
India,830,natural_gas,CCGT,25,5473000,gas
Saudi_Arabia,1530,natural_gas,CCGT,11,1543882,gas
United_States,600,bituminous,ultrasupercritical,59,3321990,coal
Germany,9,natural_gas,CCGT,13,29646,gas
Russia,144,natural_gas,subcritical,92,114057,gas
Russia,1272,coal,cogeneration,59,5846088,coal
Kuwait,804,natural_gas,CCGT,-14,2823297,gas
Malaysia,50,oil,Engine,55,40818,oil
Russia,78,natural_gas,CCGT,83,264124,gas
Australia,640,natural_gas,OCGT,8,0,gas
Peru,498,natural_gas,CCGT,57,0,gas
Netherlands,435,natural_gas,CCGT,7,2200000,gas
Bangladesh,183,natural_gas,OCGT,49,480857,gas
United_States,132,natural_gas,OCGT,30,492293,gas
Vietnam,720,natural_gas,CCGT,12,4401652,gas
United_Arab_Emirates,428,natural_gas,OCGT,28,2733100,gas
Netherlands,870,natural_gas,CCGT,8,0,gas
Canada,43,natural_gas,CCGT,61,22828,gas
India,135,lignite,subcritical,27,785441,coal
China,600,bituminous,subcritical,39,4574326,coal
China,1200,bituminous,supercritical,22,9638495,coal
Netherlands,790,natural_gas,CCGT,42,1827505,gas
Algeria,500,natural_gas,OCGT,11,429393,gas
Israel,128,bituminous,subcritical,37,565348,coal
India,840,coal,subcritical,51,525600,coal
United_States,1782,bituminous,subcritical,32,16500000,coal
China,6600,coal,supercritical,22,23300000,coal
India,1050,coal,subcritical,23,2961430,coal
China,3200,coal,supercritical,10,6146662,coal
Slovenia,125,lignite,subcritical,15,565348,coal
United_Kingdom,1428,coal,subcritical,38,6351414,coal
Russia,4000,coal,subcritical,2,0,coal
Saudi_Arabia,36,natural_gas,OCGT,5,12923,gas
Russia,3280,natural_gas,CCGT,45,8603767,gas
Germany,1390,natural_gas,CCGT,32,6925637,gas
Russia,4,lignite,subcritical,17,11228,coal
Chile,323,bituminous,subcritical,53,2025825,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
Tunisia,37,natural_gas,OCGT,64,43085,gas
Germany,364,bituminous,subcritical,32,2199279,coal
United_States,163,natural_gas,OCGT,30,949797,gas
India,1200,coal,subcritical,4,0,coal
China,600,bituminous,subcritical,14,4058904,coal
China,1200,bituminous,supercritical,19,2093900,coal
Japan,1400,natural_gas,CCGT,25,7239655,gas
China,200,subbituminous,subcritical,50,937871,coal
Australia,140,natural_gas,CCGT,27,980315,gas
United_Kingdom,142,natural_gas,OCGT,21,355817,gas
Germany,916,lignite,cogeneration,21,2479783,coal
Japan,700,oil,subcritical,4,3328857,oil
India,445,natural_gas,CCGT,43,1360661,gas
Ireland,100,coal,subcritical,63,0,coal
United_States,1370,natural_gas,CCGT,33,5863563,gas
South_Africa,180,natural_gas,OCGT,55,33875,gas
Egypt,300,oil,subcritical,43,2145390,oil
Chile,545,coal,subcritical,47,2214551,coal
China,1200,bituminous,subcritical,7,0,coal
United_States,883,oil,subcritical,13,2041564,oil
Australia,200,natural_gas,OCGT,19,685516,gas
Uzbekistan,484,lignite,subcritical,25,1976371,coal
Italy,1040,coal,subcritical,10,6123000,coal
United_States,15,natural_gas,CCGT,31,4463,gas
Spain,850,natural_gas,CCGT,12,0,gas
Serbia,108,oil,cogeneration,48,546045,oil
United_States,878,natural_gas,OCGT,13,7571849,gas
Netherlands,360,natural_gas,CCGT,22,0,gas
United_Kingdom,229,natural_gas,OCGT,26,1195078,gas
Greece,920,natural_gas,OCGT,13,1269052,gas
China,600,coal,subcritical,56,1983110,coal
